OA LOC name,Gene name,Notes,,,,,
LOC101110922,CYP26B1,,,,,,
LOC101110918,LOC101110918,,,,,,
LOC101110916,ATP5IF1,,,,,,
LOC101110904,PIK3R4,like gene,,,,,
LOC101110859,PPP1R12B,,,,,,
LOC101110855,SECTM1A,,,,,,
LOC101110847,RAB15,,,,,,
LOC101110834,TRMU,,,,,,
LOC101110828,ZNF160,Like gene,,,,,
LOC101110820,,DISCONTINUED,,,,,
LOC101110789,,DISCONTINUED,,,,,
LOC101110773,EEF1A1,,,,,,
LOC101110771,,DISCONTINUED,,,,,
LOC101110758,RPS25,,,,,,
LOC101110740,TLE1,,,,,,
LOC101110719,RPL10A,Like gene,,,,,
LOC101110715,RPL17,Like gene,,,,,
LOC101110710,,"BOLA class I histocompatibility antigen, alpha chain BL3-7-like",,,,,
LOC101110701,ZNF71,,,,,,
LOC101110699,ZNF154,Like gene,,,,,
LOC101110693,,prostaglandin F synthase 1-like,,,,,
LOC101110679,ERG28,,,,,,
LOC101110664,COX5B,,,,,,
LOC101110657,PAPSS2,,,,,,
LOC101110649,RPL17,,,,,,
LOC101110647,RPL7,,,,,,
LOC101110613,DPEP3,,,,,,
LOC101110593,REST,Like gene,,,,,
LOC101110546,RPL30,,,,,,
LOC101110545,HLA-DOA,,,,,,
LOC101110503,UBL5,,,,,,
LOC101110486,APOL2,Like gene,,,,,
LOC101110458,SERPINB6,,,,,,
LOC101110442,DNAJA1,pseudogene,,,,,
LOC101110440,ZNF211,Like gene,,,,,
LOC101110434,ADH4,all-trans-retinol dehydrogenase [NAD(+)] ADH4-like,,,,,
LOC101110417,ERG28,,,,,,
LOC101110394,PCNP,,,,,,
LOC101110376,ZNF397,,,,,,
LOC101110371,SCGB2A2,,,,,,
LOC101110351,KDM5B,,,,,,
LOC101110341,HAS2,,,,,,
LOC101110287,CFAP46,,,,,,
LOC101110269,ZNF84,,,,,,
LOC101110243,SDHB,pseudogene,,,,,
LOC101110230,GIMAP6,,,,,,
LOC101110213,TSPY1,like gene,,,,,
LOC101110202,CYP3A24,cytochrome P450 3A24-like,,,,,
LOC101110185,H2BC1,histone H2B type 1,,,,,
LOC101110181,OAS1,,,,,,
LOC101110176,,DISCONTINUED,,,,,
LOC101110168,ZNF211,like gene,,,,,
LOC101110160,DDI2,,,,,,
LOC101110151,TSC22D1,,,,,,
LOC101110150,TSSK5,Like gene,,,,,
LOC101110145,PARP6,,,,,,
LOC101110134,ADH4,Like gene,,,,,
LOC101110133,,DISCONTINUED,,,,,
LOC101110131,ZNF160,Like gene,,,,,
LOC101110128,TCERG1,Like gene,,,,,
LOC101110116,GCSH,,,,,,
LOC101110099,SCGB1D,LIke gene,,,,,
LOC101110095,UQCRC1,,,,,,
LOC101110066,COX7A2,,,,,,
LOC101110050,PKDREJ,,,,,,
LOC101110035,RPS27,Like gene,,,,,
LOC101109994,ZNF677,,,,,,
LOC101109989,SELENOO,,,,,,
LOC101109981,SLC25A5,pseudogene,,,,,
LOC101109964,ZNF699,,,,,,
LOC101109941,LY75,,,,,,
LOC101109919,H4,,,,,,
LOC101109907,MPEG1,,,,,,
LOC101109901,ZNF607,Like gene,,,,,
LOC101109899,HNRNPA1,Like gene,,,,,
LOC101109843,TAF5L,pseudogene,,,,,
LOC101109820,CYB5R1,,,,,,
LOC101109783,,DISCONTINUED,,,,,
LOC101109765,MCF2L2,,,,,,
LOC101109747,,"MAMU-DRA; mamu class II histocompatibility antigen, DR alpha chain-like",,,,,
LOC101109746,HLA-DMB,,,,,,
LOC101109733,ZNF347,Like gene,,,,,
LOC101109732,WDR87,,,,,,
LOC101109728,ANKRD26,LIke gene,,,,,
LOC101109701,RPL15,,,,,,
LOC101109692,SF3B5,Like gene,,,,,
LOC101109691,SPSB2,,,,,,
LOC101109680,VCP,,,,,,
LOC101109677,ALPI,,,,,,
LOC101109676,RPL17,,,,,,
LOC101109657,HGPRT,pseudogene,,,,,
LOC101109655,RPS15,Pseudogene,,,,,
LOC101109652,H1-4,Like gene,,,,,
LOC101109643,,DISCONTINUED,,,,,
LOC101109640,ZNF112,,,,,,
LOC101109626,ABCC4,Like gene,,,,,
LOC101109617,CISD1,Pseudogene,,,,,
LOC101109608,TUBB4B,,,,,,
LOC101109587,FAM172BP,,,,,,
LOC101109545,RPL13A,,,,,,
LOC101109500,LRRC27,,,,,,
LOC101109495,KAT5,,,,,,
LOC101109492,,"SLA class II histocompatibility antigen, DQ haplotype D alpha chain",,,,,
LOC101109476,ZNF616,Like gene,,,,,
LOC101109425,GIMAP8,Like gene,,,,,
LOC101109419,ALPI,Like gene,,,,,
LOC101109400,,DISCONTINUED,,,,,
LOC101109397,H1-3,,,,,,
LOC101109388,GVINP1,Like gene,,,,,
LOC101109384,ZNF227,,,,,,
LOC101109380,WDR61,,,,,,
LOC101109377,,dihydrodiol dehydrogenase 3-like,,,,,
LOC101109345,COA5,,,,,,
LOC101109343,SERPINB6,Like gene,,,,,
LOC101109342,SLC9A3R2,,,,,,
LOC101109325,BCAS2,,,,,,
LOC101109313,SC5D,,,,,,
LOC101109268,,putative protein TPRXL,,,,,
LOC101109220,,"SLA class II histocompatibility antigen, DQ haplotype D alpha chain-like",,,,,
LOC101109214,CYP1A2,,,,,,
LOC101109212,RPL6,,,,,,
LOC101109157,CSTF2T,,,,,,
LOC101109155,RPL37A,,,,,,
LOC101109132,RPS2,,,,,,
LOC101109129,H4,,,,,,
LOC101109122,SLC10A7,,,,,,
LOC101109111,,dihydrodiol dehydrogenase 3,,,,,
LOC101109081,SEPTIN5,,,,,,
LOC101109080,,"BOLA class I histocompatibility antigen, alpha chain BL3-7",,,,,
LOC101109079,NXT2,,,,,,
LOC101109035,HIUH,Like gene,,,,,
LOC101109027,BNIP3,Like gene,,,,,
LOC101108987,ZXDB,,,,,,
LOC101108984,DPYSL2,,,,,,
LOC101108955,,DISCONTINUED,,,,,
LOC101108953,PDE4D,,,,,,
LOC101108949,,glycine N-phenylacetyltransferase,,,,,
LOC101108945,ERVK-9,Like gene,,,,,
LOC101108938,,DISCONTINUED,,,,,
LOC101108937,DCLRE1C,,,,,,
LOC101108907,ARPC1A,Like gene,,,,,
LOC101108887,CBWD1,,,,,,
LOC101108868,LOC101108868,,,,,,
LOC101108865,FGD5,,,,,,
LOC101108851,IDI1,,,,,,
LOC101108819,SLC7A3,Like gene,,,,,
LOC101108801,,DISCONTINUED,,,,,
LOC101108797,HBA1,,,,,,
LOC101108789,GDI2,Pseudogene,,,,,
LOC101108787,TMEM56,,,,,,
LOC101108778,UQCR10,,,,,,
LOC101108763,SLC47A1,,,,,,
LOC101108756,FLVCR2,,,,,,
LOC101108730,TUBB4B,,,,,,
LOC101108705,GSTM1,Like gene,,,,,
LOC101108696,,,,,,,
LOC101108685,GLYAT,,,,,,
LOC101108680,ZNF790,,,,,,
LOC101108679,PINLYP,,,,,,
LOC101108673,,DISCONTINUED,,,,,
LOC101108663,UQCRB,,,,,,
LOC101108654,,"double-headed protease inhibitor, submandibular gland-like",,,,,
LOC101108627,MACROH2A2,,,,,,
LOC101108580,TMEM249,,,,,,
LOC101108558,,"BOLA class I histocompatibility antigen, alpha chain BL3-7-like",,,,,
LOC101108538,HNRNPA1,Like gene,,,,,
LOC101108527,ANKRD13D,,,,,,
LOC101108463,PRKAR1B,,,,,,
LOC101108432,,DISCONTINUED,,,,,
LOC101108428,STIMATE,,,,,,
LOC101108423,ZCRB1,,,,,,
LOC101108416,ZNF160,Like gene,,,,,
LOC101108415,,DISCONTINUED,,,,,
LOC101108414,KMT2B,,,,,,
LOC101108413,PINLYP,LIke gene,,,,,
LOC101108397,CCDC162P,,,,,,
LOC101108390,MRFAP1,,,,,,
LOC101108339,NSA2,,,,,,
LOC101108322,,DISCONTINUED,,,,,
LOC101108321,,DISCONTINUED,,,,,
LOC101108297,,CL46; bovine analog,,,,,
LOC101108292,GBP2,Like gene,,,,,
LOC101108257,NF2,,,,,,
LOC101108249,TRIM59,,,,,,
LOC101108216,ARHGAP8,,,,,,
LOC101108171,,"BOLA class I histocompatibility antigen, alpha chain BL3-6-like",,,,,
LOC101108163,HNRNPK,Pseudogene,,,,,
LOC101108155,ZNF420,Like gene,,,,,
LOC101108152,,DISCONTINUED,,,,,
LOC101108147,KRT16,,,,,,
LOC101108105,CDC26,,,,,,
LOC101108102,LOC101108102,,,,,,
LOC101108092,GSTM1,,,,,,
LOC101108085,LOC101108085,,,,,,
LOC101108071,,prostaglandin F synthase 1-like,,,,,
LOC101108035,HCFC1,,,,,,
LOC101108034,GrB,like gene,,,,,
LOC101108031,HCFC1,,,,,,
LOC101108030,AMZ2,like gene,,,,,
LOC101108006,NOS1AP,,,,,,
LOC101108001,ACY10,like gene,,,,,
LOC101107970,,DISCONTINUED,,,,,
LOC101107943,ISCA1,,,,,,
LOC101107908,,"BOLA class I histocompatibility antigen, alpha chain BL3-7-like",,,,,
LOC101107906,AP2M1,pseudogene,,,,,
LOC101107891,ZNF160,Like gene,,,,,
LOC101107878,TRIM65,,,,,,
LOC101107860,ZNF212,,,,,,
LOC101107851,,DISCONTINUED,,,,,
LOC101107831,GSTM1,like gene,,,,,
LOC101107809,,dihydrodiol dehydrogenase 3-like,,,,,
LOC101107795,UTP14A,,,,,,
LOC101107770,FDFT1,,,,,,
LOC101107729,EEF1A1,,,,,,
LOC101107700,LOC101107700,,,,,,
LOC101107687,H2AJ,,,,,,
LOC101107658,CLCN7,,,,,,
LOC101107641,,"BOLA class I histocompatibility antigen, alpha chain BL3-7-like",,,,,
LOC101107626,,DISCONTINUED,,,,,
LOC101107613,TPTE2,like gene,,,,,
LOC101107597,RPL10A,,,,,,
LOC101107593,ZNF282,,,,,,
LOC101107586,FZR1,,,,,,
LOC101107541,,dihydrodiol dehydrogenase 3-like,,,,,
LOC101107508,LSP1,,,,,,
LOC101107507,ZNF623,,,,,,
LOC101107502,SMIM27,,,,,,
LOC101107495,MRPS17,,,,,,
LOC101107463,ZNF548,Like gene,,,,,
LOC101107436,SLC39A9,,,,,,
LOC101107430,C1R,,,,,,
LOC101107405,SZT2,,,,,,
LOC101107401,GSTM1,,,,,,
LOC101107382,ZNF501,Like gene,,,,,
LOC101107369,RPL35A,Pseudogene,,,,,
LOC101107359,CYCS,,,,,,
LOC101107349,BTF3,Pseudogene,,,,,
LOC101107295,AARSD1,,,,,,
LOC101107266,CHMP3,,,,,,
LOC101107265,RBMX2,,,,,,
LOC101107260,PRODH,,,,,,
LOC101107232,GSTA4,,,,,,
LOC101107216,,DISCONTINUED,,,,,
LOC101107200,NAP1L1,,,,,,
LOC101107157,YY1AP1,,,,,,
LOC101107153,COX17,,,,,,
LOC101107147,MTHFD2,Pseudogene,,,,,
LOC101107129,LOC101107129,,,,,,
LOC101107122,ANKRD26,Like gene,,,,,
LOC101107119,,dihydrodiol dehydrogenase 3-like,,,,,
LOC101107098,RPL9,,,,,,
LOC101107089,ZNF786,,,,,,
LOC101107080,MROH1,,,,,,
LOC101107036,CNN2,Pseudogene,,,,,
LOC101107031,BTF3,,,,,,
LOC101107030,ABCC4,Like gene,,,,,
LOC101107003,LILRA6,,,,,,
LOC101106998,ARMCX6,,,,,,
LOC101106976,GSTA4,Like gene,,,,,
LOC101106975,ISY1,,,,,,
LOC101106962,ZNF416,Like gene,,,,,
LOC101106919,CYBRD1,,,,,,
LOC101106886,HDGFL3,,,,,,
LOC101106881,RPS24,Like gene,,,,,
LOC101106873,ZNF568,Like gene,,,,,
LOC101106871,CXCL17,,,,,,
LOC101106868,NINL,,,,,,
LOC101106855,RPL30,,,,,,
LOC101106806,CMAH,,,,,,
LOC101106791,H2AX,,,,,,
LOC101106776,NUDT15,,,,,,
LOC101106755,,DISCONTINUED,,,,,
LOC101106751,TAMM41,,,,,,
LOC101106743,RhoG,Like gene,,,,,
LOC101106730,FCGR2A,Like gene,,,,,
LOC101106722,HMGB2,,,,,,
LOC101106720,GSTA1,Like gene,,,,,
LOC101106702,,DISCONTINUED,,,,,
LOC101106689,GNG2,,,,,,
LOC101106648,ZNF853,,,,,,
LOC101106637,CYB561A3,,,,,,
LOC101106610,,dihydrodiol dehydrogenase 3-like,,,,,
LOC101106609,KIF26B,,,,,,
LOC101106588,ADGRE4,like gene,,,,,
LOC101106577,KCNH2,,,,,,
LOC101106553,,DISCONTINUED,,,,,
LOC101106542,LILRA6,,,,,,
LOC101106541,PINYLP,,,,,,
LOC101106534,ABCC4,,,,,,
LOC101106528,TRDC,,,,,,
LOC101106517,COBL,,,,,,
LOC101106506,,DISCONTINUED,,,,,
LOC101106471,EEF1A1,pseudogene,,,,,
LOC101106466,PACS2,,,,,,
LOC101106452,CYBA,,,,,,
LOC101106431,,DISCONTINUED,,,,,
LOC101106419,CYB5R3,,,,,,
LOC101106409,,acyl-coenzyme A amino acid N-acyltransferase 2-like,,,,,
LOC101106404,RTL8A,,,,,,
LOC101106395,,L-gulonolactone oxidase,,,,,
LOC101106394,ZNF705A,Like gene,,,,,
LOC101106386,TEKT4,,,,,,
LOC101106384,,DISCONTINUED,,,,,
LOC101106374,,DISCONTINUED,,,,,
LOC101106373,TRIM39,,,,,,
LOC101106362,RPL7,pseudogene,,,,,
LOC101106344,RPL6,pseudogene,,,,,
LOC101106315,KCNH2,,,,,,
LOC101106291,,DISCONTINUED,,,,,
LOC101106288,H1FX,,,,,,
LOC101106282,CYB5R2,,,,,,
LOC101106246,RHOA,,,,,,
LOC101106245,MICALL2,,,,,,
LOC101106243,MYADM,like gene,,,,,
LOC101106242,SIGLEC14,,,,,,
LOC101106229,CHI3L2,,,,,,
LOC101106199,HBG,hemoglobin fetal subunit beta,,,,,
LOC101106173,ZCRB1,,,,,,
LOC101106166,RPL10A,,,,,,
LOC101106144,EEF1A1,Pseudogene,,,,,
LOC101106123,,DISCONTINUED,,,,,
LOC101106063,OSBPL5,,,,,,
LOC101106042,TMEM14C,,,,,,
LOC101106038,CBX1,Pseudogene,,,,,
LOC101106027,CBX1,Pseudogene,,,,,
LOC101106024,SECTM1A,,,,,,
LOC101105993,,DISCONTINUED,,,,,
LOC101105991,BUD31,,,,,,
LOC101105985,,DISCONTINUED,,,,,
LOC101105958,HMGN2,,,,,,
LOC101105937,PTPN1,,,,,,
LOC101105918,SKP1,,,,,,
LOC101105867,IFITM1,like gene,,,,,
LOC101105816,APOL2,Like gene,,,,,
LOC101105810,GIMAP4,Like gene,,,,,
LOC101105809,APOL3,Like gene,,,,,
LOC101105734,BUD31,,,,,,
LOC101105728,MUC5B,,,,,,
LOC101105651,,DISCONTINUED,,,,,
LOC101105644,ETF1,,,,,,
LOC101105614,CYB561D1,,,,,,
LOC101105609,,"BOLA class I histocompatibility antigen, alpha chain BL3-7-like",,,,,
LOC101105607,SELENOK,,,,,,
LOC101105560,C4BPA,Like gene,,,,,
LOC101105554,INTS6L,,,,,,
LOC101105553,RIDA,,,,,,
LOC101105533,ACAD10,Like gene,,,,,
LOC101105510,ZNF16,,,,,,
LOC101105503,OXA1L,,,,,,
LOC101105495,PCDHGC4,,,,,,
LOC101105485,DNAJC30,,,,,,
LOC101105484,FTH1,,,,,,
LOC101105444,,DISCONTINUED,,,,,
LOC101105437,HBB,,,,,,
LOC101105425,COX10,,,,,,
LOC101105418,NPM1,Pseudogene,,,,,
LOC101105412,,TMED11; mouse analog; transmembrane emp24 domain-containing protein 11,,,,,
LOC101105383,UCHL3,,,,,,
LOC101105379,,DISCONTINUED,,,,,
LOC101105359,LOC101105359,,,,,,
LOC101105356,POGLUT3,,,,,,
LOC101105348,SLC44A2,,,,,,
LOC101105339,,DISCONTINUED,,,,,
LOC101105336,RPL9,,,,,,
LOC101105324,LUC7L2,,,,,,
LOC101105321,APOL3,Like gene,,,,,
LOC101105319,LRATD1,,,,,,
LOC101105316,GZMH,Like gene,,,,,
LOC101105270,ZNF773,,,,,,
LOC101105269,YWHAZ,Pseudogene,,,,,
LOC101105256,,DISCONTINUED,,,,,
LOC101105208,PYCARD,,,,,,
LOC101105179,COX4I1,,,,,,
LOC101105166,ARPC1A,Like gene,,,,,
LOC101105149,DERA,,,,,,
LOC101105132,DNAJA1,,,,,,
LOC101105123,MYL12B,,,,,,
LOC101105114,CYP4B1,,,,,,
LOC101105107,AP3S2,,,,,,
LOC101105065,WSB1,,,,,,
LOC101105020,CEACAM3,Like gene,,,,,
LOC101105018,ZNF264,Like gene,,,,,
LOC101105010,CYB5D1,,,,,,
LOC101105008,SKA3,,,,,,
LOC101104943,CYP2J2,Like gene,,,,,
LOC101104859,TBC1D9,,,,,,
LOC101104844,CYCS,Pseudogene,,,,,
LOC101104843,CDK11B,,,,,,
LOC101104838,SCAMP2,Pseudogene,,,,,
LOC101104818,GPRASP2,Like gene,,,,,
LOC101104815,RPL17,Pseudogene,,,,,
LOC101104805,,DISCONTINUED,,,,,
LOC101104797,FAU,,,,,,
LOC101104787,RPL5,,,,,,
LOC101104776,CEACAM3,Like gene,,,,,
LOC101104725,MRPL23,,,,,,
LOC101104705,SERPINB2,like gene,,,,,
LOC101104661,,growth-regulated protein homolog gamma,,,,,
LOC101104640,HSFX3,,,,,,
LOC101104627,PBXIP1,,,,,,
LOC101104591,FMO6P,,,,,,
LOC101104574,MACROH2A1,,,,,,
LOC101104566,PSMD10,,,,,,
LOC101104530,RAP2C,Like gene,,,,,
LOC101104520,ZNF805,Like gene,,,,,
LOC101104514,TAS1R3,,,,,,
LOC101104501,HNRNPA1,Like gene,,,,,
LOC101104482,A1M,Like gene,,,,,
LOC101104471,,DISCONTINUED,,,,,
LOC101104431,TAF11,,,,,,
LOC101104423,LOC101104423,,,,,,
LOC101104414,CD300C,,,,,,
LOC101104407,ACOT1,like gene,,,,,
LOC101104348,,DISCONTINUED,,,,,
LOC101104336,ZNF521,Like gene,,,,,
LOC101104306,ATP2B4,,,,,,
LOC101104297,TTC30B,,,,,,
LOC101104288,TANK,Pseudogene,,,,,
LOC101104286,,DISCONTINUED,,,,,
LOC101104237,RPL26,Like gene,,,,,
LOC101104217,,DISCONTINUED,,,,,
LOC101104199,RPL22L1,,,,,,
LOC101104176,COA4,,,,,,
LOC101104164,CD300H,,,,,,
LOC101104162,LOC101104162,,,,,,
LOC101104157,,DISCONTINUED,,,,,
LOC101104153,TACC3,,,,,,
LOC101104133,BIN1,,,,,,
LOC101104132,,DISCONTINUED,,,,,
LOC101104062,HINT1,,,,,,
LOC101104051,LOC101104051,,,,,,
LOC101104050,CYP20A1,,,,,,
LOC101104046,SLC19A3,Like gene,,,,,
LOC101104041,TTC30A,,,,,,
LOC101104036,,DISCONTINUED,,,,,
LOC101104012,,,,,,,
LOC101103981,ACOT6,,,,,,
LOC101103964,RPL5,Pseudogene,,,,,
LOC101103959,KLC1,,,,,,
LOC101103915,ZNF569,,,,,,
LOC101103909,,CMRF35-like molecule 4,,,,,
LOC101103906,TUBG1,,,,,,
LOC101103869,CKS2,,,,,,
LOC101103781,STOX1,,,,,,
LOC101103771,S100A12,,,,,,
LOC101103726,ACOT4,,,,,,
LOC101103720,PCDHB15,,,,,,
LOC101103714,,C-type lectin domain family 2 member D11-like,,,,,
LOC101103658,,CMRF35-like molecule 4,,,,,
LOC101103644,MUC16,,,,,,
LOC101103631,,,,,,,
LOC101103616,LOC101103616,,,,,,
LOC101103595,RPS8,Pseudogene,,,,,
LOC101103550,TMEM243,,,,,,
LOC101103522,,DISCONTINUED,,,,,
LOC101103472,PCDHB18P,Like gene,,,,,
LOC101103463,TRAF2,,,,,,
LOC101103461,LOC114110263,,,,,,
LOC101103460,RSPH14,,,,,,
LOC101103458,EIF4E2,,,,,,
LOC101103454,CELA3B,,,,,,
LOC101103427,SELENOM,,,,,,
LOC101103417,BEAN1,,,,,,
LOC101103408,,DISCONTINUED,,,,,
LOC101103407,,DISCONTINUED,,,,,
LOC101103401,RPL21,Like gene,,,,,
LOC101103400,HMGB2,Pseudogene,,,,,
LOC101103398,NSG1,,,,,,
LOC101103356,FAAH,,,,,,
LOC101103351,EEF1A1,Pseudogene,,,,,
LOC101103343,CEACAM1,,,,,,
LOC101103335,TFCP2L1,,,,,,
LOC101103316,RPS28,,,,,,
LOC101103304,,"primary amine oxidase, lung isozyme-like",,,,,
LOC101103296,GAB3,,,,,,
LOC101103247,SKA2,,,,,,
LOC101103243,,DISCONTINUED,,,,,
LOC101103238,CXCL6,,,,,,
LOC101103233,PCDHB10,,,,,,
LOC101103232,RPL36,,,,,,
LOC101103227,,CLEC2H; mouse analog,,,,,
LOC101103220,MRTO4,,,,,,
LOC101103218,EIF4E2,,,,,,
LOC101103215,LOC101103215,,,,,,
LOC101103208,PHETA1,Like gene,,,,,
LOC101103187,MDM2,Like gene,,,,,
LOC101103182,HMGN1,,,,,,
LOC101103174,LOC101103174,,,,,,
LOC101103173,ZNF570,,,,,,
LOC101103163,,DISCONTINUED,,,,,
LOC101103154,COX18,,,,,,
LOC101103150,RPL23,Like gene,,,,,
LOC101103133,C3,,,,,,
LOC101103097,,DISCONTINUED,,,,,
LOC101103096,TTLL3,,,,,,
LOC101103089,ZNF577,,,,,,
LOC101103023,PPP1CA,Like gene,,,,,
LOC101102990,MICOS10,,,,,,
LOC101102976,EBP,Like gene,,,,,
LOC101102973,,C-type lectin domain family 2 member D11-like,,,,,
LOC101102969,,"lysozyme C, tracheal isozyme",,,,,
LOC101102968,TUBB2A,,,,,,
LOC101102954,TLCD3A,Like gene,,,,,
LOC101102895,L3MBTL2,,,,,,
LOC101102857,EEF1A1,,,,,,
LOC101102851,TRA2A,,,,,,
LOC101102839,HNRNPA1,Like gene,,,,,
LOC101102838,TRPC2,Like gene,,,,,
LOC101102824,TACO1,,,,,,
LOC101102822,TSC22D1,,,,,,
LOC101102814,TMEM186,,,,,,
LOC101102813,,DISCONTINUED,,,,,
LOC101102809,TMED9,,,,,,
LOC101102787,RPS4X,Like gene,,,,,
LOC101102726,,protocadherin beta-17-like,,,,,
LOC101102718,OR8S1,Like gene,,,,,
LOC101102714,,"lysozyme C, milk isozyme",,,,,
LOC101102711,MYLIP,,,,,,
LOC101102690,RPL27,,,,,,
LOC101102683,LOC101102683,,,,,,
LOC101102642,ZNF709,,,,,,
LOC101102638,MRTFA,,,,,,
LOC101102627,H3-3A,Like gene,,,,,
LOC101102614,TMEM225B,,,,,,
LOC101102610,TMEM269,,,,,,
LOC101102605,,DISCONTINUED,,,,,
LOC101102588,IRX2,,,,,,
LOC101102549,ERG28,,,,,,
LOC101102548,,aldehyde oxidase 2,,,,,
LOC101102543,LOC101102543,,,,,,
LOC101102541,RPL6,,,,,,
LOC101102537,RPL35A,pseudogene,,,,,
LOC101102534,HERC2,,,,,,
LOC101102529,CORO7,,,,,,
LOC101102527,UQCRC2,,,,,,
LOC101102480,PCDHB5,,,,,,
LOC101102473,CCNB1,pseudogene,,,,,
LOC101102466,ZNF322,,,,,,
LOC101102454,ATP5ME,,,,,,
LOC101102413,HP,,,,,,
LOC101102411,NESP55,,,,,,
LOC101102403,CYB5D2,,,,,,
LOC101102357,RPL21,Like gene,,,,,
LOC101102356,LOC101102356,,,,,,
LOC101102333,,DISCONTINUED,,,,,
LOC101102332,SPACA6,,,,,,
LOC101102327,COX4I2,,,,,,
LOC101102310,PCDHB14,,,,,,
LOC101102298,MAN1B1,,,,,,
LOC101102297,FTCDNL1,,,,,,
LOC101102291,,DISCONTINUED,,,,,
LOC101102276,PMF1,,,,,,
LOC101102254,LOC101102254,,,,,,
LOC101102231,H2BU1,,,,,,
LOC101102230,CD36,Like gene,,,,,
LOC101102223,H1-0,,,,,,
LOC101102213,SIGLEC14,,,,,,
LOC101102211,,DISCONTINUED,,,,,
LOC101102204,EIF2S1,,,,,,
LOC101102194,IFIT1,,,,,,
LOC101102183,SEC61G,,,,,,
LOC101102178,MYO10,,,,,,
LOC101102156,LGALS9,,,,,,
LOC101102142,GIMAP5,Like gene,,,,,
LOC101102123,DLG3,,,,,,
LOC101102122,RPLP1,Pseudogene,,,,,
LOC101102114,CCDC30,,,,,,
LOC101102110,NACA,Pseudogene,,,,,
LOC101102096,RPSA,,,,,,
LOC101102085,SIGLEC14,,,,,,
LOC101102078,MR1,,,,,,
LOC101102072,NME1,,,,,,
LOC101102059,PCDHB4,,,,,,
LOC101102057,CD209,Like gene,,,,,
LOC101102014,CAR2,,,,,,
LOC101101962,ALPI,Like gene,,,,,
LOC101101951,HNRPDL,Pseudogene,,,,,
LOC101101923,SEC14L4,,,,,,
LOC101101922,DNAJA1,Pseudogene,,,,,
LOC101101888,GIMAP7,Like gene,,,,,
LOC101101878,AATK,,,,,,
LOC101101862,,DISCONTINUED,,,,,
LOC101101856,CERS5,Pseudogene,,,,,
LOC100526780,KRT83,,,,,,
LOC100192427,CD32,,,,,,
LOC100125610,EEF1A1,,,,,,
LOC100101238,,regakine 1-like protein,,,,,
LOC100037668,RPS15A,,,,,,
LOC100037664,RPL35A,,,,,,
LOC106991876,,DISCONTINUED,,,,,
LOC106991844,,DISCONTINUED,,,,,
LOC106991750,ASPG,,,,,,
LOC106991749,ASPG,,,,,,
LOC106991696,LOC106991696,,,,,,
LOC106991659,LOC106991659,,,,,,
LOC106991627,,DISCONTINUED,,,,,
LOC106991509,ATRN,,,,,,
LOC106991350,LOC106991350,,,,,,
LOC106991324,,DISCONTINUED,,,,,
LOC106991298,TMEM230,Pseudogene,,,,,
LOC106991121,,DISCONTINUED,,,,,
LOC106990997,LOC106990997,,,,,,
LOC106990937,,DISCONTINUED,,,,,
LOC106990933,STRA6,Like gene,,,,,
LOC106990922,KIF12,,,,,,
LOC106990891,,DISCONTINUED,,,,,
LOC106990873,,DISCONTINUED,,,,,
LOC106990868,LOC106990868,,,,,,
LOC106990867,,DISCONTINUED,,,,,
LOC106990837,LOC106990837,,,,,,
LOC106990830,TRPM8,,,,,,
LOC106990701,,DISCONTINUED,,,,,
LOC106990339,,DISCONTINUED,,,,,
LOC106990335,,DISCONTINUED,,,,,
LOC106990326,,DISCONTINUED,,,,,
LOC106990291,LOC106990291,,,,,,
LOC106990132,USP29,Like gene,,,,,
LOC106990121,,dihydrodiol dehydrogenase 3-like,,,,,
LOC106990115,CYP3A24,,,,,,
LOC105616764,,DISCONTINUED,,,,,
LOC105616747,LOC105616747,,,,,,
LOC105616575,LOC105616575,,,,,,
LOC105616378,LOC105616378,,,,,,
LOC105616330,,DISCONTINUED,,,,,
LOC105616317,UGT1A3,Pseudogene,,,,,
LOC105616308,,DISCONTINUED,,,,,
LOC105615294,,,,,,,
LOC105615188,LOC105615188,,,,,,
LOC105615058,,DISCONTINUED,,,,,
LOC105615033,,DISCONTINUED,,,,,
LOC105614828,,DISCONTINUED,,,,,
LOC105614410,,DISCONTINUED,,,,,
LOC105614315,,prostaglandin F synthase 1-like,,,,,
LOC105614179,,serpin A3-6-like,,,,,
LOC105614163,,DISCONTINUED,,,,,
LOC105613955,LOC105613955,,,,,,
LOC105613870,CYP4F3,Like gene,,,,,
LOC105613768,EDDM3B,Like gene,,,,,
LOC105613348,LOC105613348,,,,,,
LOC105613328,LOC105613328,,,,,,
LOC105613170,,DISCONTINUED,,,,,
LOC105612707,P450C21,,,,,,
LOC105611931,LOC105611931,,,,,,
LOC105611783,,DISCONTINUED,,,,,
LOC105611702,,DISCONTINUED,,,,,
LOC105611628,LOC105611628,,,,,,
LOC105611315,,DISCONTINUED,,,,,
LOC105611154,,,,,,,
LOC105610882,,DISCONTINUED,,,,,
LOC105610729,LOC105610729,,,,,,
LOC105610370,LOC105610370,,,,,,
LOC105610182,,DISCONTINUED,,,,,
LOC105610091,,DISCONTINUED,,,,,
LOC105610007,LOC105610007,,,,,,
LOC105609570,LOC105609570,,,,,,
LOC105609394,LOC105609394,,,,,,
LOC105609367,,DISCONTINUED,,,,,
